Gene_Name	Best_Theta	Group	CHROM	START	STOP	STRAND	SIGVAL	Best_Theta_0	Loss_Diff_0	Category_0	Best_Theta_30	Loss_Diff_30	Category_30	Best_Theta_60	Loss_Diff_60	Category_60	Best_Theta_120	Loss_Diff_120	Category_120
YGL065C	890	Low	chrVII	379759	381271	-	1	NA	NA	bad_match	811	0.3355865	Low	863	0.3558654	Low	890	0.9855379	Low
YGL066W	1424	Low	chrVII	377608	379582	+	1	NA	NA	bad_match	1424	1.592009	Low	840	0.04716559	Low	1045	0.7027201	Low
YGL067W	642	Low	chrVII	376100	377255	+	1	NA	NA	bad_match	642	1.028121	Low	675	3.363496e-05	Low	159	0.05389898	Low
YGL068W	NA	Bad	chrVII	375086	375671	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL069C	NA	Bad	chrVII	375049	375514	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL070C	NA	Bad	chrVII	374458	374827	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL071W	586	Low	chrVII	372011	374084	+	1	NA	NA	bad_match	151	0	Low	586	0.5390306	Low	1328	0.101011	Low
YGL072C	NA	Bad	chrVII	371002	371362	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL073W	NA	Bad	chrVII	368752	371254	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL074C	NA	Bad	chrVII	368595	368922	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL075C	833	Low	chrVII	366924	368088	-	1	NA	NA	bad_match	833	0.7910398	Low	652	0.69045	Low	626	0.002779492	Low
YGL076C	NA	Bad	chrVII	364334	365996	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YGL077C	833	Low	chrVII	362224	363916	-	1	NA	NA	bad_match	833	1.046085	Low	448	0.1809309	Low	151	0	Low
YGL078C	695	Low	chrVII	360287	361859	-	1	NA	NA	bad_match	695	0.7355818	Low	205	0.1834288	Low	740	0.403565	Low
YGL079W	NA	Bad	chrVII	359443	360100	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL080W	NA	Bad	chrVII	358635	359028	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL081W	807	Bad	chrVII	357376	358339	+	1	807	0.07866022	Low	807	0.001226985	Low	NA	NA	reads<=5 	NA	NA	reads<=5 
YGL082W	416	Low	chrVII	355826	356972	+	1	NA	NA	bad_match	929	0.008736523	Low	416	0.3346315	Low	936	0.2585107	Low
YGL083W	1609	Medium	chrVII	353057	355472	+	1	NA	NA	bad_match	1605	0.9105048	Low	1538	0.6498804	Low	1609	3.179055	Medium
YGL084C	1329	Low	chrVII	350615	352298	-	1	NA	NA	bad_match	702	0.1868478	Low	1329	0.4065104	Low	513	0.09352634	Low
YGL085W	317	Low	chrVII	349615	350440	+	1	NA	NA	bad_match	317	1.415351	Low	213	0.3269783	Low	259	0.8994547	Low
YGL086W	1480	Low	chrVII	347118	349368	+	1	NA	NA	bad_match	1610	0.02451962	Low	1795	0.4514219	Low	1480	0.5152374	Low
YGL087C	NA	Bad	chrVII	346405	346904	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YGL088W	NA	Bad	chrVII	345835	346201	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL089C	NA	Bad	chrVII	344790	345153	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL090W	938	Low	chrVII	343318	344584	+	1	429	0.03870716	Low	938	0.9188648	Low	875	0.2940494	Low	905	0.8605857	Low
YGL091C	151	Low	chrVII	342055	343042	-	1	NA	NA	bad_match	151	0	Low	151	0	Low	151	0	Low
YGL092W	1210	Low	chrVII	337905	341859	+	1	NA	NA	bad_match	1532	0.338972	Low	1321	0.7231102	Low	1210	1.085637	Low
YGL093W	1389	High	chrVII	334885	337639	+	1	NA	NA	bad_match	2302	1.426178	Low	1434	1.066274	Low	1389	4.219161	High
YGL094C	1560	Low	chrVII	331117	334465	-	1	NA	NA	bad_match	2692	0.06590823	Low	1224	0.437455	Low	1560	1.428949	Low
YGL095C	1451	Low	chrVII	328873	330607	-	1	NA	NA	bad_match	1451	0.2617941	Low	151	0.1027598	Low	653	0.002159357	Low
YGL096W	610	Low	chrVII	325330	326161	+	1	NA	NA	bad_match	668	0.1503759	Low	610	0.5761415	Low	595	0.1924135	Low
YGL097W	715	Low	chrVII	321781	323230	+	1	NA	NA	bad_match	151	0	Low	582	0.1881179	Low	715	1.079466	Low
YGL098W	304	Low	chrVII	317341	318079	+	1	NA	NA	bad_match	357	0.64281	Low	304	1.337077	Low	399	0.5788068	Low
YGL099W	948	Low	chrVII	314630	316553	+	1	NA	NA	bad_match	585	0.5551837	Low	948	1.542351	Low	772	0.6740282	Low
YGL100W	901	Low	chrVII	313233	314283	+	1	NA	NA	bad_match	151	0.3208703	Low	902	0.3613838	Low	901	0.9294057	Low
YGL101W	NA	Bad	chrVII	312192	312840	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL102C	NA	Bad	chrVII	311504	311933	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL103W	NA	Bad	chrVII	310966	311927	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL104C	408	Medium	chrVII	308712	310173	-	1	NA	NA	bad_match	772	0.5849216	Low	963	0.1648371	Low	408	2.201176	Medium
YGL105W	788	Bad	chrVII	307436	308567	+	1	NA	NA	bad_match	NA	NA	bad_match	788	0.2810125	Low	852	0.03661155	Low
YGL106W	NA	Bad	chrVII	306559	307009	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL107C	714	Low	chrVII	304332	306273	-	1	NA	NA	bad_match	172	0.04446473	Low	714	0.06180829	Low	1187	0.05732637	Low
YGL108C	NA	Bad	chrVII	303648	304071	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL109W	NA	Bad	chrVII	303512	303836	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL110C	872	Low	chrVII	301536	303411	-	1	NA	NA	bad_match	872	0.9389923	Low	1522	0.2847437	Low	510	0.8798167	Low
YGL111W	908	Low	chrVII	299977	301369	+	1	NA	NA	bad_match	908	0.5688622	Low	875	0.1349847	Low	223	0.0961479	Low
YGL112C	1015	Low	chrVII	298177	299728	-	1	NA	NA	bad_match	577	0.06261271	Low	1015	0.6000991	Low	297	0.009235319	Low
YGL113W	1621	Low	chrVII	295931	297938	+	1	NA	NA	bad_match	1621	1.684432	Low	1570	0.7561779	Low	1583	1.569032	Low
YGL114W	1335	Low	chrVII	293459	295637	+	1	NA	NA	bad_match	1335	0.470557	Low	1766	0.408338	Low	1102	0.3746933	Low
YGL115W	152	Low	chrVII	292032	293001	+	1	NA	NA	bad_match	548	0.0002974507	Low	151	0.0003563305	Low	152	0.2390012	Low
YGL116W	1653	Low	chrVII	289808	291641	+	1	NA	NA	bad_match	1653	0.2979344	Low	151	0	Low	438	0.1444792	Low
YGL117W	384	Low	chrVII	288511	289309	+	1	NA	NA	bad_match	384	1.628495	Low	365	0.417137	Low	152	0.4455177	Low
YGL118C	NA	Bad	chrVII	288013	288451	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YGL119W	1344	Low	chrVII	284441	285947	+	1	218	1.449832	Low	874	0.242791	Low	1344	0.297657	Low	255	0.1585708	Low
YGL120C	1527	High	chrVII	281633	283937	-	1	NA	NA	bad_match	1575	5.500672	High	1586	4.454604	High	1527	5.579102	High
YGL121C	NA	Bad	chrVII	280776	281157	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL122C	252	Low	chrVII	278945	280523	-	1	NA	NA	bad_match	252	0.2197363	Low	1430	0.05346685	Low	151	0	Low
YGL123C-A	NA	Bad	chrVII	277633	277864	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL123W	NA	Bad	chrVII	277616	278381	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL124C	1079	Medium	chrVII	274779	276714	-	1	NA	NA	bad_match	1047	2.039984	Medium	1079	2.609863	Medium	930	2.036199	Medium
YGL125W	1645	Bad	chrVII	272519	274322	+	1	NA	NA	bad_match	NA	NA	bad_match	151	0	Low	1645	0.2680648	Low
YGL126W	707	Low	chrVII	270996	272139	+	1	NA	NA	bad_match	707	0.8600068	Low	716	0.3060061	Low	385	0.4576102	Low
YGL127C	NA	Bad	chrVII	270391	270775	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL128C	432	Low	chrVII	269292	270144	-	1	660	0.7394863	Low	432	0.3737375	Low	242	0.0439937	Low	636	0.03070119	Low
YGL129C	968	Low	chrVII	267722	269075	-	1	NA	NA	bad_match	968	0.8101385	Low	264	0.3514948	Low	429	0.06677009	Low
YGL130W	762	Low	chrVII	266144	267524	+	1	NA	NA	bad_match	466	1.287318	Low	762	1.566607	Low	1038	0.9617865	Low
YGL131C	NA	Bad	chrVII	261647	265859	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL132W	NA	Bad	chrVII	261579	261915	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL133W	1536	Medium	chrVII	257706	261501	+	1	NA	NA	bad_match	1154	1.943679	Low	1066	2.013026	Medium	1536	3.655068	Medium
YGL134W	274	Low	chrVII	255662	256964	+	1	NA	NA	bad_match	274	0.2874041	Low	914	0.02540271	Low	151	0.1155816	Low
YGL135W	NA	Bad	chrVII	254640	255294	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL136C	663	Low	chrVII	252896	253859	-	1	NA	NA	bad_match	457	0.07182287	Low	663	1.000195	Low	343	0.1789134	Low
YGL137W	NA	Bad	chrVII	249868	252738	+	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YGL138C	NA	Bad	chrVII	248493	249531	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YGL139W	1181	Low	chrVII	245715	248124	+	1	NA	NA	bad_match	1181	1.703202	Low	932	0.9315075	Low	631	0.55851	Low
YGL140C	2596	Medium	chrVII	241352	245012	-	1	NA	NA	bad_match	2492	1.361848	Low	2629	0.5245001	Low	2596	2.137696	Medium
YGL141W	1502	Low	chrVII	238352	241085	+	1	NA	NA	bad_match	1502	1.077394	Low	1895	0.4374433	Low	473	0.1467027	Low
YGL142C	1228	High	chrVII	236268	238119	-	1	NA	NA	bad_match	1228	9.851124	High	1160	8.869148	High	1230	9.205982	High
YGL143C	743	Low	chrVII	234716	235958	-	1	NA	NA	bad_match	710	0.01143159	Low	1000	0.1875993	Low	743	0.5704836	Low
YGL144C	1454	High	chrVII	232449	234507	-	1	1360	2.856123	Medium	1488	3.599748	Medium	1513	6.420964	High	1454	10.52722	High
YGL145W	1556	Low	chrVII	230242	232348	+	1	NA	NA	bad_match	1556	0.2350403	Low	151	0.1295626	Low	1482	0.07466863	Low
YGL146C	735	Low	chrVII	228750	229686	-	1	NA	NA	Singular	735	0.7843094	Low	543	0.6607397	Low	786	4.922423e-05	Low
YGL147C	NA	Bad	chrVII	227753	228329	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL148W	983	Bad	chrVII	226398	227529	+	1	NA	NA	bad_match	NA	NA	bad_match	NA	NA	bad_match	983	0.3365599	Low
YGL149W	NA	Bad	chrVII	225571	225877	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL150C	NA	Bad	chrVII	221103	225573	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL151W	3037	Low	chrVII	217523	220922	+	1	NA	NA	bad_match	3205	0.4036035	Low	3037	0.8598117	Low	3126	0.5220968	Low
YGL152C	NA	Bad	chrVII	216691	217369	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL153W	NA	Bad	chrVII	216272	217298	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL154C	628	Low	chrVII	215277	216096	-	1	200	0.1458022	Low	628	1.495581	Low	171	0.2983463	Low	386	0.03278837	Low
YGL155W	151	Low	chrVII	214080	215211	+	1	NA	NA	bad_match	677	0.09277685	Low	721	0.2067179	Low	151	0.5997896	Low
YGL156W	828	Low	chrVII	210415	213667	+	1	NA	NA	bad_match	172	0.3597313	Low	2787	0.1075248	Low	828	0.4522244	Low
YGL157W	151	Low	chrVII	209005	210049	+	1	NA	NA	bad_match	151	0.8373879	Low	584	0.2412366	Low	151	0.0001314171	Low
YGL158W	NA	Bad	chrVII	207032	208571	+	1	NA	NA	bad_match	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YGL159W	755	Low	chrVII	202720	203833	+	1	NA	NA	bad_match	755	0.289295	Low	411	0.07036167	Low	151	0	Low
YGL160W	353	Low	chrVII	200560	202273	+	1	NA	NA	bad_match	306	0.4547839	Low	353	1.000115	Low	568	0.3535357	Low
YGL161C	167	Low	chrVII	199209	200142	-	1	NA	NA	bad_match	151	0.02284879	Low	167	0.3595529	Low	151	0.3350599	Low
YGL162W	215	Low	chrVII	198137	199037	+	1	NA	NA	bad_match	215	0.6766109	Low	151	0.1074212	Low	449	0.1554295	Low
YGL163C	1687	Low	chrVII	193706	196403	-	1	NA	NA	bad_match	1630	1.739197	Low	1659	1.454739	Low	1687	1.779549	Low
YGL164C	251	Low	chrVII	191977	193300	-	1	NA	NA	bad_match	251	0.398392	Low	830	0.04340638	Low	441	0.179896	Low
YGL165C	NA	Bad	chrVII	191397	191976	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL166W	NA	Bad	chrVII	191128	191806	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL167C	NA	Bad	chrVII	187615	190468	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL168W	NA	Bad	chrVII	187463	187796	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL169W	309	Low	chrVII	186058	187339	+	1	362	0.6503472	Low	834	0.4101389	Low	500	0.4559887	Low	309	0.8811002	Low
YGL170C	NA	Bad	chrVII	184152	185394	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YGL171W	1136	Low	chrVII	182389	184084	+	1	NA	NA	bad_match	841	0.9237178	Low	1136	1.965065	Low	923	1.027779	Low
YGL172W	1221	Low	chrVII	180699	182118	+	1	NA	NA	bad_match	1221	0.6080113	Low	900	0.001567627	Low	151	0.2473188	Low
YGL173C	1067	Low	chrVII	175526	180113	-	1	NA	NA	bad_match	1091	0.1446031	Low	705	0.02515157	Low	1067	0.6058076	Low
YGL174W	151	Low	chrVII	174544	175345	+	1	652	0.1587253	Low	155	0.09189544	Low	151	0	Low	151	0.5681675	Low
YGL175C	676	Low	chrVII	173284	174322	-	1	151	0	Low	676	0.5994327	Low	567	0.2074527	Low	883	0.1834132	Low
YGL176C	367	Low	chrVII	171414	173079	-	1	NA	NA	bad_match	1438	0.1135421	Low	584	0.8601477	Low	367	1.054818	Low
YGL177W	NA	Bad	chrVII	167558	167906	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL178W	NA	Bad	chrVII	167351	170571	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL179C	1369	Low	chrVII	163408	165091	-	1	NA	NA	bad_match	1463	0.1242435	Low	1369	0.2393706	Low	151	0.01189637	Low
YGL180W	225	Low	chrVII	160064	162758	+	1	NA	NA	bad_match	225	0.07256001	Low	151	0.03680641	Low	2475	0.03353981	Low
YGL181W	870	Low	chrVII	157905	159096	+	1	NA	NA	bad_match	1041	0.003017283	Low	870	0.02447048	Low	261	0.001371369	Low
YGL182C	NA	Bad	chrVII	157272	157596	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL183C	NA	Bad	chrVII	156542	157285	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL184C	769	Bad	chrVII	154614	156012	-	1	NA	NA	bad_match	661	0.03149016	Low	NA	NA	bad_match	769	1.39789	Low
YGL185C	376	Low	chrVII	153166	154306	-	1	768	0.3978935	Low	866	0.007623517	Low	640	0.2250924	Low	376	0.4282947	Low
YGL186C	671	Bad	chrVII	151036	152776	-	1	NA	NA	bad_match	NA	NA	bad_match	1284	0.04805911	Low	671	0.05770862	Low
YGL187C	NA	Bad	chrVII	149703	150171	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YGL188C	NA	Bad	chrVII	149342	149516	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL188C-A	NA	Bad	chrVII	148823	148964	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL189C	NA	Bad	chrVII	148228	148588	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YGL190C	1322	Low	chrVII	145808	147389	-	1	NA	NA	bad_match	151	0	Low	1322	0.9442114	Low	151	0.4052415	Low
YGL191W	NA	Bad	chrVII	144807	145197	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL192W	NA	Bad	chrVII	142245	144048	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YGL193C	NA	Bad	chrVII	141915	142227	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL194C	821	Low	chrVII	140367	141726	-	1	NA	NA	bad_match	1099	0.02346423	Low	821	0.1215039	Low	526	0.005528696	Low
YGL194C-A	NA	Bad	chrVII	139718	139961	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL195W	4560	Low	chrVII	131524	139543	+	1	NA	NA	bad_match	4560	1.485457	Low	4779	0.6016082	Low	4980	1.076643	Low
YGL196W	647	Low	chrVII	129882	131169	+	1	NA	NA	bad_match	859	0.4539201	Low	647	1.163718	Low	894	0.01506071	Low
YGL197W	1778	Low	chrVII	124697	129161	+	1	NA	NA	bad_match	2582	0.1726757	Low	1778	0.7361104	Low	2716	0.5370362	Low
YGL198W	NA	Bad	chrVII	123590	124298	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL199C	NA	Bad	chrVII	123571	124042	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL200C	NA	Bad	chrVII	122693	123305	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL201C	2703	Low	chrVII	117853	120907	-	1	NA	NA	bad_match	1118	0.4414672	Low	2703	0.9829085	Low	641	0.9203638	Low
YGL202W	506	Bad	chrVII	116058	117561	+	1	NA	NA	bad_match	506	0.1775344	Low	390	0.0245964	Low	NA	NA	bad_match
YGL203C	1514	Low	chrVII	112474	114664	-	1	NA	NA	bad_match	515	0.01739692	Low	1563	0.6964826	Low	1514	1.107887	Low
YGL204C	NA	Bad	chrVII	111699	112005	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL205W	316	Low	chrVII	108157	110404	+	1	NA	NA	reads<=5 	1382	0.2288961	Low	288	0.1879441	Low	316	0.2741796	Low
YGL206C	1960	Low	chrVII	102542	107504	-	1	NA	NA	bad_match	587	0.2148174	Low	1960	0.7795371	Low	221	0.1558639	Low
YGL207W	1278	Low	chrVII	98968	102076	+	1	NA	NA	bad_match	151	0	Low	1228	0.06789188	Low	1278	0.1209601	Low
YGL208W	1023	Low	chrVII	97337	98585	+	1	NA	NA	bad_match	1023	0.3384983	Low	355	0.1302783	Low	1027	0.2404243	Low
YGL209W	508	Low	chrVII	95857	97006	+	1	761	0.2969605	Low	962	0.0325808	Low	508	0.4137114	Low	383	0.2539794	Low
YGL210W	NA	Bad	chrVII	93791	94460	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL211W	195	Low	chrVII	92511	93591	+	1	NA	NA	bad_match	151	5.536695e-06	Low	312	0.1466485	Low	195	0.7157173	Low
YGL212W	790	Low	chrVII	91431	92382	+	1	801	0.1026825	Low	151	0	Low	151	0.05523077	Low	790	0.7519953	Low
YGL213C	NA	Bad	chrVII	90053	91247	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL214W	NA	Bad	chrVII	90009	90495	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL215W	151	Bad	chrVII	87980	89339	+	1	NA	NA	bad_match	NA	NA	bad_match	151	0.3406019	Low	NA	NA	bad_match
YGL216W	NA	Bad	chrVII	84884	87302	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL217C	NA	Bad	chrVII	84838	85180	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL218W	NA	Bad	chrVII	83649	84300	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL219C	NA	Bad	chrVII	82877	84257	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL220W	NA	Bad	chrVII	82373	82736	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL221C	551	Low	chrVII	81425	82292	-	1	NA	NA	bad_match	151	0	Low	551	0.3087667	Low	650	0.1294665	Low
YGL222C	NA	Bad	chrVII	80658	81186	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL223C	223	Low	chrVII	79111	80365	-	1	NA	NA	bad_match	217	0.3194225	Low	434	0.5968296	Low	223	1.81123	Low
YGL224C	412	Bad	chrVII	78014	78857	-	1	NA	NA	bad_match	NA	NA	bad_match	151	0	Low	412	0.1979896	Low
YGL225W	372	Low	chrVII	76893	77907	+	1	NA	NA	bad_match	207	0.0009174932	Low	865	0.2169754	Low	372	1.341857	Low
YGL226C-A	NA	Bad	chrVII	72748	73158	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YGL226W	NA	Bad	chrVII	73339	73711	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL227W	362	Low	chrVII	69670	72547	+	1	NA	NA	bad_match	151	0.07825944	Low	1718	0.3366306	Low	362	0.6997958	Low
YGL228W	1166	Bad	chrVII	67597	69331	+	1	NA	NA	bad_match	NA	NA	bad_match	1166	0.3263262	Low	221	0.1969541	Low
YGL229C	2208	Low	chrVII	64502	66959	-	1	NA	NA	bad_match	163	0.3068137	Low	171	0.1628724	Low	2208	0.3731763	Low
YGL230C	NA	Bad	chrVII	63771	64215	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YGL231C	NA	Bad	chrVII	63047	63620	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL232W	NA	Bad	chrVII	62074	63002	+	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YGL233W	491	Low	chrVII	59121	61854	+	1	NA	NA	bad_match	1452	0.09792363	Low	1106	0.1551698	Low	491	1.159476	Low
YGL234W	204	Low	chrVII	56481	58890	+	1	NA	NA	bad_match	1921	0.481942	Low	1997	0.1569993	Low	204	0.8129178	Low
YGL235W	NA	Bad	chrVII	55278	55815	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL236C	NA	Bad	chrVII	53786	55796	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL237C	590	Low	chrVII	52730	53528	-	1	NA	NA	bad_match	318	0.02819089	Low	650	0.2910014	Low	590	0.7157898	Low
YGL238W	NA	Bad	chrVII	49551	52434	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL239C	NA	Bad	chrVII	49430	49745	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YGL240W	409	Low	chrVII	48612	49365	+	1	526	0.002738649	Low	151	0.03356892	Low	151	0	Low	409	0.2185949	Low
YGL241W	1045	Low	chrVII	45444	48459	+	1	NA	NA	bad_match	1045	1.626902	Low	1154	0.9124587	Low	1995	0.1779954	Low
YGL242C	NA	Bad	chrVII	44651	45197	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL243W	959	Low	chrVII	43306	44509	+	1	567	1.531821	Low	233	0.3669928	Low	415	0.1782444	Low	959	0.540402	Low
YGL244W	1460	Low	chrVII	41497	43174	+	1	NA	NA	bad_match	1460	1.316759	Low	151	0.01649154	Low	1271	0.2241383	Low
YGL245W	151	Bad	chrVII	39022	41149	+	1	NA	NA	bad_match	NA	NA	bad_match	151	0.01198889	Low	537	0.007368343	Low
YGL246C	556	Low	chrVII	37616	38780	-	1	NA	NA	bad_match	645	0.1120561	Low	976	0.126735	Low	556	0.4810405	Low
YGL247W	NA	Bad	chrVII	36932	37526	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YGL248W	151	Low	chrVII	35652	36762	+	1	NA	NA	bad_match	165	0.1636039	Low	151	0.09584643	Low	151	0.2649426	Low
YGL249W	1147	Bad	chrVII	33097	35212	+	1	NA	NA	reads<=5 	1147	0.2639304	Low	NA	NA	reads<=5 	NA	NA	reads<=5 
YGL250W	151	Low	chrVII	31909	32635	+	1	NA	NA	bad_match	151	0.6358706	Low	451	0.2943316	Low	463	0.1592272	Low
YGL251C	NA	Bad	chrVII	27920	31636	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
